typeID	物品名称
38655	阿斯特罗级避难会涂装
38656	涅斯托级避难会涂装
38660	冰矿开采激光器蓝图 I
38661	冰矿开采激光器蓝图 II
39580	执事级蓝图
39581	麒麟级蓝图
39583	永恒者级蓝图
39584	布鲁提克斯级天蛇涂装
39585	促进级天蛇涂装
40301	塔利亚级蓝图
40302	手术刀级蓝图
40307	星娱汇联盟改良型侵噬链接
40308	太空战斗民族免税区改良型侵噬链接
40309	北方联盟改良型侵噬链接
40310	月形快捷客运联合体改良型侵噬链接
40311	星娱汇联盟改良型侵噬链接蓝图
40312	太空战斗民族免税区改良型侵噬链接蓝图
40313	北方联盟改良型侵噬链接蓝图
40314	月形快捷客运联合体改良型侵噬链接蓝图
40315	毛鲁斯级海军型蓝图
40316	狮鹫级海军型蓝图
40317	守夜者级舰队型蓝图
40318	磨难级海军型蓝图
40319	庞蒂菲斯级拉塔日落涂装
40320	执事级拉塔日落涂装
40321	麒麟级蓝虎涂装
40322	鹳鸟级蓝虎涂装
40323	塔利亚级瓦里莫遗产涂装
40324	占星级瓦里莫遗产涂装
40325	手术刀级瓦基尔荣耀涂装
40326	天梯级瓦基尔荣耀涂装
40328	后勤护卫舰
40329	夜神级酷菲涂装
40330	磨难级海军型EoM涂装
40331	狮鹫级海军型维克米涂装
40332	毛鲁斯级海军型印塔基涂装
40333	守夜者级舰队型司法局涂装
40334	导弹射程干扰脚本
40335	导弹精准度干扰脚本
40336	导弹射程干扰脚本蓝图
40337	导弹精准度干扰脚本蓝图
40338	制导干扰器蓝图 I
40339	制导干扰器蓝图 II
40340	昇威豪华星城
40345	圣甲虫 I
40346	塞壬 I
40347	德洛米 I
40348	25000mm钢附甲板 I
40349	25000mm抑制型碳化晶体附甲板
40350	25000mm紧凑型包金钨附甲板
40351	25000mm钢附甲板 II
40354	旗舰级护盾扩展装置 I
40355	旗舰级恒沸点抑制型护盾扩展装置
40356	旗舰级F-S9覆盖式紧凑型护盾扩展装置
40357	旗舰级护盾扩展装置 II
40358	骑士 I
40359	蚱蜢 I
40360	萨梯 I
40361	格拉墨 I
40362	阿米特 I
40363	白蚁 I
40364	安泰 I
40365	长枪 I
40456	研究组件
40458	女式生物安全机动队外套
40460	女式虚拟生物专家外套
40462	男式生物安全机动队外套
40464	男式虚拟生物专家外套
40467	分裂者级隆哈达之墨涂装
40468	爆发级隆哈达之墨涂装
40469	探索级隆哈达之墨涂装
40470	裂谷级隆哈达之墨涂装
40471	伐木者级隆哈达之墨涂装
40472	守夜者级隆哈达之墨涂装
40473	美洲虎级隆哈达之墨涂装
40474	猎狼级隆哈达之墨涂装
40475	猎豹级隆哈达之墨涂装
40476	猎犬级隆哈达之墨涂装
40477	土狼级隆哈达之墨涂装
40478	利爪级隆哈达之墨涂装
40479	短剑级隆哈达之墨涂装
40480	弯刀级隆哈达之墨涂装
40481	长尾鲛级隆哈达之墨涂装
40482	剑齿虎级隆哈达之墨涂装
40484	挑战级隆哈达之墨涂装
40485	断崖级隆哈达之墨涂装
40486	镰刀级隆哈达之墨涂装
40487	刺刀级隆哈达之墨涂装
40488	缪宁级隆哈达之墨涂装
40489	流浪级隆哈达之墨涂装
40490	阔刀级隆哈达之墨涂装
40491	曲剑级隆哈达之墨涂装
40492	休津级隆哈达之墨涂装
40493	长剑级隆哈达之墨涂装
40495	飓风级隆哈达之墨涂装
40496	暴风级隆哈达之墨涂装
40497	龙卷风级隆哈达之墨涂装
40498	月刃级隆哈达之墨涂装
40499	斯雷普尼级隆哈达之墨涂装
40500	死亡漩涡级隆哈达之墨涂装
40501	狂暴级隆哈达之墨涂装
40502	台风级隆哈达之墨涂装
40503	黑豹级隆哈达之墨涂装
40504	恶狼级隆哈达之墨涂装
40505	纳迦法级隆哈达之墨涂装
40506	尼铎格尔级隆哈达之墨涂装
40507	冥府级隆哈达之墨涂装
40508	拉格纳洛克级隆哈达之墨涂装
40509	囤积者级隆哈达之墨涂装
40510	猛犸级隆哈达之墨涂装
40511	环绕级隆哈达之墨涂装
40514	芬利厄级隆哈达之墨涂装
40515	游牧者级隆哈达之墨涂装
40519	技能提取器
40520	大型技能注入器
40521	昇威豪华星城蓝图
40522	男式'米雷尔'昇威执行官外套
40523	女式'米雷尔'昇威执行官外套
40524	男式'米雷尔'长裤(昇威)
40525	女式'米雷尔'长裤(昇威)
40526	男式'米雷尔'T恤(昇威)
40527	女式'米雷尔'T恤(昇威)
40548	中型空堡堡垒蓝图拷贝凭证
40549	大型铁壁堡垒蓝图拷贝凭证
40552	骑士 II
40553	格拉墨 II
40554	蚱蜢 II
40555	萨梯 II
40556	圣殿骑士 II
40557	蜻蜓 II
40558	掷矛手 II
40559	因赫吉 II
40560	阿米特 II
40561	槌骨 II
40562	安泰 II
40563	独眼巨人 II
40564	长枪 II
40565	斩裂剑 II
40566	白蚁 II
40567	螳螂 II
40568	修道士 II
40569	圣甲虫 II
40570	塞壬 II
40571	德洛米 II
40572	轻型铁骑舰载机操控理论
40573	后勤铁骑舰载机操控理论
40579	矮脚鸡级玛提古海怪涂装
40580	秃鹫级玛提古海怪涂装
40581	狮鹫级玛提古海怪涂装
40582	苍鹭级玛提古海怪涂装
40583	茶隼级玛提古海怪涂装
40584	小鹰级玛提古海怪涂装
40585	女妖级玛提古海怪涂装
40586	战鹰级玛提古海怪涂装
40587	秃鹰级玛提古海怪涂装
40588	蝎尾怪级玛提古海怪涂装
40589	狐妖级玛提古海怪涂装
40590	黑鸦级玛提古海怪涂装
40591	猛禽级玛提古海怪涂装
40592	麒麟级玛提古海怪涂装
40593	渡鸦级玛提古海怪涂装
40594	海燕级玛提古海怪涂装
40595	鹳鸟级玛提古海怪涂装
40596	飞燕级玛提古海怪涂装
40597	黑鸟级玛提古海怪涂装
40598	狞獾级玛提古海怪涂装
40599	巨鸟级玛提古海怪涂装
40600	鱼鹰级玛提古海怪涂装
40601	希尔博拉斯级玛提古海怪涂装
40602	银鹰级玛提古海怪涂装
40603	奥尼克斯级玛提古海怪涂装
40604	皇冠蜥级玛提古海怪涂装
40605	战隼级玛提古海怪涂装
40606	白嘴鸦级玛提古海怪涂装
40607	幼龙级玛提古海怪涂装
40608	猛鲑级玛提古海怪涂装
40609	娜迦级玛提古海怪涂装
40610	夜鹰级玛提古海怪涂装
40611	兀鹫级玛提古海怪涂装
40612	乌鸦级玛提古海怪涂装
40613	鹏鲲级玛提古海怪涂装
40614	毒蝎级玛提古海怪涂装
40615	寡妇级玛提古海怪涂装
40616	魔像级玛提古海怪涂装
40617	凤凰级玛提古海怪涂装
40618	奇美拉级玛提古海怪涂装
40619	飞龙级玛提古海怪涂装
40620	勒维亚坦级玛提古海怪涂装
40621	獾级玛提古海怪涂装
40622	狐鼬级玛提古海怪涂装
40623	天鹤级玛提古海怪涂装
40624	大鸨级玛提古海怪涂装
40625	渡神级玛提古海怪涂装
40626	奥鸟级玛提古海怪涂装
40631	"神圣命运"电磁长枪
40632	"神裁"电磁收割者
40633	玻色力场发生器
40634	引力传输力场振荡器
40635	停滞缠绕脉冲波投射器
40636	能量中和脉冲波投射器
40656	第十一届CSM当选人档案脚本
40659	旗舰级能量中和器 I
40660	旗舰级小鬼紧凑型能量中和器
40661	旗舰级传染视野型能量中和器
40662	旗舰级能量中和器 II
40663	萨沙爱国者旗舰级能量中和器
40664	黑暗血袭者旗舰级能量中和器
40665	旗舰级掠能器 I
40666	旗舰级探险者紧凑型掠能器
40667	旗舰级流氓视野型掠能器
40668	旗舰级掠能器 II
40669	萨沙爱国者旗舰级掠能器
40670	黑暗血袭者旗舰级掠能器
40672	旗舰级能量中和器蓝图 I
40673	旗舰级小鬼紧凑型能量中和器蓝图
40674	旗舰级传染视野型能量中和器蓝图
40675	旗舰级能量中和器蓝图 II
40676	萨沙爱国者旗舰级能量中和器蓝图
40677	黑暗血袭者旗舰级能量中和器蓝图
40684	旗舰级掠能器蓝图 I
40685	旗舰级探险者紧凑型掠能器蓝图
40686	旗舰级流氓视野型掠能器蓝图
40687	旗舰级掠能器蓝图 II
40688	萨沙爱国者旗舰级掠能器蓝图
40689	黑暗血袭者旗舰级掠能器蓝图
40690	缚魂脉冲干扰器
40691	D-34343单元改良型脉冲干扰器
40692	F-435454单元改良型脉冲干扰器
40693	P-343554单元改良型脉冲干扰器
40694	W-634单元改良型脉冲干扰器
40695	台风级独立竞技委员会胜利涂装
40696	跃迁扰断脉冲波投射器
40697	感应抑阻脉冲波投射器
40698	目标照明脉冲波投射器
40699	武器扰断脉冲波投射器
40701	超小型跨神经扫描接口
40714	旗舰级紧急船体增能器 I
40715	旗舰级非调和紧凑型紧急船体增能器
40716	旗舰级不屈持久型紧急船体增能器
40717	旗舰级紧急船体增能器 II
40718	姐妹会旗舰级紧急船体增能器
40719	旗舰级紧急船体增能器蓝图 I
40720	旗舰级非调和紧凑型紧急船体增能器蓝图
40721	旗舰级不屈持久型紧急船体增能器蓝图
40722	旗舰级紧急船体增能器蓝图 II
40723	姐妹会旗舰级紧急船体增能器蓝图
40725	古力西瓦清道夫
40726	古力西瓦清道夫
40727	古力西瓦 罗库萨
40728	拉卡的响尾蛇级
40729	卡尤的凯门鳄级
40730	重型跃迁扰断器 I
40731	重型骤停紧凑型跃迁扰断器
40732	重型J5持久型跃迁扰断器
40733	重型眩晕视野型跃迁扰断器
40734	重型跃迁扰断器 II
40736	暗影天蛇重型跃迁扰断器
40737	主天使重型跃迁扰断器
40740	重型跃迁扰断器蓝图 I
40741	重型骤停紧凑型跃迁扰断器蓝图
40742	重型J5持久型跃迁扰断器蓝图
40743	重型眩晕视野型跃迁扰断器蓝图
40744	重型跃迁扰断器蓝图 II
40746	暗影天蛇重型跃迁扰断器蓝图
40747	主天使重型跃迁扰断器蓝图
40750	重型跃迁扰频器 I
40751	重型跃迁扰频器蓝图 I
40752	重型初始紧凑型跃迁扰频器
40753	重型初始紧凑型跃迁扰频器蓝图
40754	重型J5b持久型跃迁扰频器
40755	重型J5b持久型跃迁扰频器蓝图
40756	重型伊普西隆眩晕视野型跃迁扰频器
40757	重型伊普西隆眩晕视野型跃迁扰频器蓝图
40758	重型跃迁扰频器 II
40759	重型跃迁扰频器蓝图 II
40762	暗影天蛇重型跃迁扰频器
40763	暗影天蛇重型跃迁扰频器蓝图
40764	主天使重型跃迁扰频器
40765	主天使重型跃迁扰频器蓝图
40770	矮脚鸡级古斯塔斯涂装
40771	小鹰级古斯塔斯涂装
40772	巨鸟级古斯塔斯涂装
40773	毒蝎级古斯塔斯涂装
40774	海燕级古斯塔斯涂装
41030	采掘者采矿无人机
41031	AML紧凑型全方位索敌连接
41032	丹尼持久型全方位索敌连接
41033	N-JM紧凑型全方位索敌增强器
41034	AE-K紧凑型无人机伤害增效装置
41036	男式'接骨'面部改装
41038	共和舰队停滞缠绕光束
41040	重型停滞捕捉光束 I
41043	男式'平衡'面部改装
41044	男式'电路'面部改装
41045	男式'双关'面部改装
41046	男式'成双'面部改装
41047	男式'桥梁'面部改装
41048	女式'三点'面部改装
41049	女式'交叉'面部改装
41050	女式'引导'面部改装
41051	女式'波形'面部改装
41052	女式'火花'面部改装
41053	女式'天线'面部改装
41054	贡纳尔紧凑型重型停滞捕捉光束
41055	卡列林视野型重型停滞捕捉光束
41056	贾格罗持久型重型停滞捕捉光束
41057	重型停滞捕捉光束 II
41058	暗影天蛇重型停滞捕捉光束
41059	主天使停滞捕捉光束
41061	联邦海军跃迁扰频器
41062	联邦海军跃迁扰断器
41063	增强模式持久型四联超级脉冲激光器
41064	阳极视野型四联超级脉冲激光器
41065	无焦点精准四联超级脉冲激光器
41066	黑暗血袭者四联超级脉冲激光器
41067	萨沙爱国者四联超级脉冲激光器
41068	四联超级脉冲激光器蓝图 I
41069	调制型紧凑型四联超级脉冲激光器蓝图
41070	增强模式持久型四联超级脉冲激光器蓝图
41071	阳极视野型四联超级脉冲激光器蓝图
41072	无焦点精准四联超级脉冲激光器蓝图
41073	四联超级脉冲激光器蓝图 II
41074	黑暗血袭者四联超级脉冲激光器蓝图
41075	萨沙爱国者四联超级脉冲激光器蓝图
41076	增强模式持久型三中子疾速加农炮
41077	阳极视野型三中子疾速加农炮
41078	限量型精准三中子疾速加农炮
41079	暗影天蛇三中子疾速加农炮
41080	充裕型镓金属四联800mm频射加农炮
41081	侦查员视野型四联800mm频射加农炮
41082	尖端型精准四联800mm频射加农炮
41083	主天使四联800mm频射加农炮
41085	三中子疾速加农炮蓝图 I
41086	校准型紧凑型三中子疾速加农炮蓝图
41087	增强模式持久型三中子疾速加农炮蓝图
41088	阳极视野型三中子疾速加农炮蓝图
41089	限量型精准三中子疾速加农炮蓝图
41090	三中子疾速加农炮蓝图 II
41091	暗影天蛇三中子疾速加农炮蓝图
41092	四联800mm频射加农炮蓝图 I
41093	紧凑型卡宾四联800mm频射加农炮蓝图
41094	充裕型镓金属四联800mm频射加农炮蓝图
41095	侦查员视野型四联800mm频射加农炮蓝图
41096	尖端型精准四联800mm频射加农炮蓝图
41097	四联800mm频射加农炮蓝图 II
41098	主天使四联800mm频射加农炮蓝图
41099	调制型紧凑型双联千兆级脉冲激光器
41100	增强模式持久型双联千兆级脉冲激光器
41101	阳极视野型双联千兆级脉冲激光器
41102	无焦点精准双联千兆级脉冲激光器
41103	黑暗血袭者双联千兆级脉冲激光器
41104	萨沙爱国者双联千兆级脉冲激光器
41105	调制型紧凑型双联千兆级脉冲激光器蓝图
41106	增强模式持久型双联千兆级脉冲激光器蓝图
41107	阳极视野型双联千兆级脉冲激光器蓝图
41108	无焦点精准双联千兆级脉冲激光器蓝图
41110	双联千兆级脉冲激光器蓝图 II
41111	黑暗血袭者双联千兆级脉冲激光器蓝图
41113	萨沙爱国者双联千兆级脉冲激光器蓝图
41114	调制型紧凑型双联千兆级集束激光器
41115	增强模式持久型双联千兆级集束激光器
41116	阳极视野型双联千兆级集束激光器
41117	无焦点精准双联千兆级集束激光器
41118	黑暗血袭者双联千兆级集束激光器
41119	萨沙爱国者双联千兆级集束激光器
41120	调制型紧凑型双联千兆级集束激光器蓝图
41121	增强模式持久型双联千兆级集束激光器蓝图
41122	阳极视野型双联千兆级集束激光器蓝图
41123	无焦点精准双联千兆级集束激光器蓝图
41124	黑暗血袭者双联千兆级集束激光器蓝图
41125	萨沙爱国者双联千兆级集束激光器蓝图
41126	校准型紧凑型离子会战疾速炮
41127	增强模式持久型离子会战疾速炮
41128	阳极视野型离子会战疾速炮
41129	限量型精准离子会战疾速炮
41130	暗影天蛇离子会战疾速炮
41132	校准型紧凑型离子会战疾速炮蓝图
41133	增强模式持久型离子会战疾速炮蓝图
41134	阳极视野型离子会战疾速炮蓝图
41135	限量型精准离子会战疾速炮蓝图
41136	离子会战疾速炮蓝图 II
41137	暗影天蛇离子会战疾速炮蓝图
41138	碳化物紧凑型双联1000mm磁轨炮
41139	压缩型持久型双联1000mm磁轨炮
41140	侦查员视野型双联1000mm磁轨炮
41141	尖端型精准双联1000mm磁轨炮
41142	暗影天蛇双联1000mm磁轨炮
41143	碳化物紧凑型双联1000mm磁轨炮蓝图
41144	压缩型持久型双联1000mm磁轨炮蓝图
41145	双联1000mm磁轨炮蓝图 II
41146	侦查员视野型双联1000mm磁轨炮蓝图
41147	暗影天蛇双联1000mm磁轨炮蓝图
41148	尖端型精准双联1000mm磁轨炮蓝图
41150	卡宾紧凑型六联2500mm频射加农炮
41151	镓金属充裕型六联2500mm频射加农炮
41152	侦查员视野型六联2500mm频射加农炮
41153	尖端型精准六联2500mm频射加农炮
41154	主天使六联2500mm频射加农炮
41155	ECCM脚本
41156	碳化物紧凑型四联3500mm会战火炮
41157	镓金属充裕型四联3500mm会战火炮
41158	侦查员视野型四联3500mm会战火炮
41159	尖端型精准四联3500mm会战火炮
41160	主天使四联3500mm会战火炮
41161	卡宾紧凑型六联2500mm频射加农炮蓝图
41162	镓金属充裕型六联2500mm频射加农炮蓝图
41163	侦查员视野型六联2500mm频射加农炮蓝图
41165	尖端型精准六联2500mm频射加农炮蓝图
41166	六联2500mm频射加农炮蓝图 II
41167	主天使六联2500mm频射加农炮蓝图
41168	碳化物紧凑型四联3500mm会战火炮蓝图
41169	镓金属充裕型四联3500mm会战火炮蓝图
41170	侦查员视野型四联3500mm会战火炮蓝图
41171	尖端型精准四联3500mm会战火炮蓝图
41172	四联3500mm会战火炮蓝图 II
41173	主天使四联3500mm会战火炮蓝图
41174	恐惧古斯塔斯超大型巡航导弹发射器
41175	劲弩紧凑型超大型巡航导弹发射器
41176	TE-2100充裕型超大型巡航导弹发射器
41177	劲弩紧凑型超大型巡航导弹发射器蓝图
41178	TE-2100充裕型超大型巡航导弹发射器蓝图
41179	恐惧古斯塔斯超大型巡航导弹发射器蓝图
41180	劲弩紧凑型超大型鱼雷发射器
41181	TE-2100充裕型超大型鱼雷发射器
41182	恐惧古斯塔斯超大型鱼雷发射器
41183	劲弩紧凑型超大型鱼雷发射器蓝图
41184	TE-2100充裕型超大型鱼雷发射器蓝图
41185	恐惧古斯塔斯超大型鱼雷发射器蓝图
41186	双联千兆级集束激光器蓝图 II
41187	超大型巡航导弹发射器蓝图 II
41190	超大型鱼雷发射器蓝图 II
41191	缚魂感应增强器
41192	D-34343单元改良型感应增强器
41193	F-435454单元改良型感应增强器
41194	P-343554单元改良型感应增强器
41195	W-634单元改良型感应增强器
41196	缚魂信号放大器
41197	辛迪加信号放大器
41198	缚魂远程感应增强器
41199	暗影天蛇远程感应增强器
41200	暗影天蛇损伤控制
41201	辛迪加损伤控制
41202	缚魂损伤控制
41203	布瑞恩氏改良型损伤控制
41204	D-34343单元改良型损伤控制
41205	图万氏改良型损伤控制
41206	F-435454单元改良型损伤控制
41207	塞特勒氏改良型损伤控制
41208	P-343554单元改良型损伤控制
41210	科尔马克氏改良型损伤控制
41211	W-634单元改良型损伤控制
41212	共和舰队小型电容器电池
41213	主天使小型电容器电池
41214	图克尔小型电容器电池
41215	共和舰队中型电容器电池
41216	主天使中型电容器电池
41217	图克尔中型电容器电池
41218	共和舰队大型电容器电池
41219	主天使大型电容器电池
41220	图克尔大型电容器电池
41221	重型停滞捕捉光束蓝图 I
41222	重型停滞捕捉光束蓝图 II
41223	劲弩紧凑型快速鱼雷发射器
41224	TE-2100充裕型快速鱼雷发射器
41225	快速鱼雷发射器蓝图 I
41226	劲弩紧凑型快速鱼雷发射器蓝图
41227	TE-2100充裕型快速鱼雷发射器蓝图
41228	快速鱼雷发射器蓝图 II
41229	恐惧古斯塔斯超快速鱼雷发射器蓝图
41230	ECCM脚本蓝图
41236	10000MN加力燃烧器 I
41237	Y-S8紧凑型10000MN加力燃烧器
41238	单元推进持久型10000MN加力燃烧器
41239	10000MN加力燃烧器 II
41240	主天使10000MN加力燃烧器
41241	暗影天蛇10000MN加力燃烧器
41242	10000MN加力燃烧器蓝图 I
41243	Y-S8紧凑型10000MN加力燃烧器蓝图
41244	单元推进持久型10000MN加力燃烧器蓝图
41245	10000MN加力燃烧器蓝图 II
41246	主天使10000MN加力燃烧器蓝图
41248	暗影天蛇10000MN加力燃烧器蓝图
41249	50000MN微型跃迁推进器 I
41250	Y-T8紧凑型50000MN微型跃迁推进器
41251	四联氟化锂抑制型50000MN微型跃迁推进器
41252	冷气持久型50000MN微型跃迁推进器
41253	50000MN微型跃迁推进器 II
41254	主天使50000MN微型跃迁推进器
41255	暗影天蛇50000MN微型跃迁推进器
41256	50000MN微型跃迁推进器蓝图 I
41257	Y-T8紧凑型50000MN微型跃迁推进器蓝图
41258	四联氟化锂抑制型50000MN微型跃迁推进器蓝图
41260	暗影天蛇50000MN微型跃迁推进器蓝图
41261	50000MN微型跃迁推进器蓝图 II
41262	主天使50000MN微型跃迁推进器蓝图
41263	充裕型电子元件
41264	充裕型化合物
41265	充裕型导体
41266	紧凑型电子元件
41267	紧凑型化合物
41268	紧凑型导体
41269	持久型电子元件
41270	鞭挞标枪超大型鱼雷
41271	鞭挞狂乱超大型鱼雷
41272	星爆标枪超大型鱼雷
41273	星爆狂乱超大型鱼雷
41274	雷神标枪超大型鱼雷
41275	雷神狂乱超大型鱼雷
41276	炼狱标枪超大型鱼雷
41277	炼狱狂乱超大型鱼雷
41278	鞭挞标枪超大型鱼雷蓝图
41279	鞭挞狂乱超大型鱼雷蓝图
41280	星爆标枪超大型鱼雷蓝图
41281	星爆狂乱超大型鱼雷蓝图
41282	雷神标枪超大型鱼雷蓝图
41283	雷神狂乱超大型鱼雷蓝图
41284	炼狱标枪超大型鱼雷蓝图
41285	炼狱狂乱超大型鱼雷蓝图
41286	炼狱精准超大型巡航导弹
41287	炼狱愤怒超大型巡航导弹
41288	炼狱精准超大型巡航导弹蓝图
41289	炼狱愤怒超大型巡航导弹蓝图
41290	鞭挞精准超大型巡航导弹
41291	鞭挞愤怒超大型巡航导弹
41292	鞭挞精准超大型巡航导弹蓝图
41293	鞭挞愤怒超大型巡航导弹蓝图
41294	星爆愤怒超大型巡航导弹
41295	星爆精准超大型巡航导弹
41296	星爆愤怒超大型巡航导弹蓝图
41297	星爆精准超大型巡航导弹蓝图
41298	雷神精准超大型巡航导弹
41299	雷神愤怒超大型巡航导弹
41300	雷神精准超大型巡航导弹蓝图
41301	雷神愤怒超大型巡航导弹蓝图
41302	持久型化合物
41303	持久型导体
41304	精准电子元件
41305	精准化合物
41306	精准导体
41307	抑制型电子元件
41308	抑制型化合物
41309	抑制型导体
41310	视野型电子元件
41311	视野型化合物
41312	视野型导体
41313	冷气持久型50000MN微型跃迁推进器蓝图
41314	冰雹 XL
41315	冰雹蓝图 XL
41316	雷暴 XL
41317	雷暴蓝图 XL
41318	战栗 XL
41319	战栗蓝图 XL
41320	地震 XL
41321	地震蓝图 XL
41322	涅槃 XL
41323	涅槃蓝图 XL
41324	虚空 XL
41325	虚空蓝图 XL
41326	标枪 XL
41327	标枪蓝图 XL
41328	钉刺 XL
41329	钉刺蓝图 XL
41330	灼烧 XL
41331	灼烧蓝图 XL
41332	爆燃 XL
41333	爆燃蓝图 XL
41334	微光 XL
41335	微光蓝图 XL
41336	极光 XL
41337	极光蓝图 XL
41351	独眼巨人蓝图 II
41352	槌骨蓝图 II
41353	螳螂蓝图 II
41354	斩裂剑蓝图 II
41355	阿米特蓝图 I
41356	阿米特蓝图 II
41361	白蚁蓝图 I
41362	白蚁蓝图 II
41363	安泰蓝图 I
41364	安泰蓝图 II
41365	长枪蓝图 I
41366	长枪蓝图 II
41367	修道士蓝图 I
41368	修道士蓝图 II
41369	圣甲虫蓝图 I
41370	圣甲虫蓝图 II
41371	塞壬蓝图 I
41372	塞壬蓝图 II
41373	德洛米蓝图 I
41374	德洛米蓝图 II
41375	圣殿骑士蓝图 II
41376	骑士蓝图 I
41377	骑士蓝图 II
41378	蜻蜓蓝图 II
41379	蚱蜢蓝图 I
41380	蚱蜢蓝图 II
41381	掷矛手蓝图 II
41382	萨梯蓝图 I
41383	萨梯蓝图 II
41384	因赫吉蓝图 II
41385	格拉墨蓝图 I
41386	格拉墨蓝图 II
41388	感应抑阻脉冲波投射器蓝图
41390	能量中和脉冲波投射器蓝图
41391	目标照明脉冲波投射器蓝图
41392	武器扰断脉冲波投射器蓝图
41393	停滞缠绕脉冲波投射器蓝图
41394	跃迁扰断脉冲波投射器蓝图
41403	旗舰级自动加农炮专业研究
41404	旗舰级火炮专业研究
41405	旗舰级疾速炮专业研究
41406	旗舰级磁轨炮专业研究
41407	旗舰级脉冲激光专业研究
41408	旗舰级集束激光专业研究
41409	超大型鱼雷专业研究
41410	超大型巡航导弹专业研究
41411	联网感应器阵列
41412	联网感应器阵列蓝图
41413	赫尔墨斯紧凑型铁骑舰载机辅助单元蓝图
41414	赫尔墨斯紧凑型铁骑舰载机辅助单元
41415	铁骑舰载机辅助单元 II
41416	铁骑舰载机辅助单元蓝图 II
41417	缚魂铁骑舰载机辅助单元
41418	缚魂铁骑舰载机辅助单元蓝图
41419	毒蝎级瓦尔基里涂装
41420	小鹰级瓦尔基里涂装
41421	巨鸟级瓦尔基里涂装
41438	引力传输力场振荡器蓝图
41439	"铁矛"动能长枪
41440	"费拉里卡"热能长枪
41441	"吉拉沃"爆炸长枪
41442	"寒风"动能收割者
41443	"断头台"热能收割者
41444	"耶梦加得"爆炸收割者
41445	"神圣命运"电磁长枪蓝图
41446	"铁矛"动能长枪蓝图
41447	"费拉里卡"热能长枪蓝图
41448	"吉拉沃"爆炸长枪蓝图
41449	"寒风"动能收割者蓝图
41450	"断头台"热能收割者蓝图
41451	"耶梦加得"爆炸收割者蓝图
41452	"神裁"电磁收割者蓝图
41456	统合部25000mm钢附甲板
41457	黑暗血袭者25000mm钢附甲板
41458	暗影天蛇25000mm钢附甲板
41459	统合部旗舰级护盾扩展装置
41460	萨沙爱国者旗舰级护盾扩展装置
41461	恐惧古斯塔斯旗舰级护盾扩展装置
41462	主天使旗舰级护盾扩展装置
41463	旗舰级I-ax持久型远程装甲维修器
41464	旗舰级共轴紧凑型远程装甲维修器
41465	旗舰级抚慰视野型远程装甲维修器
41466	旗舰级远程装甲维修器 II
41467	黑暗血袭者旗舰级远程装甲维修器
41468	暗影天蛇旗舰级远程装甲维修器
41469	旗舰级不对称持久型远程护盾回充增量器
41470	旗舰级昏暗紧凑型远程护盾回充增量器
41471	旗舰级S95a视野型远程护盾回充增量器
41472	萨沙爱国者旗舰级远程护盾回充增量器
41473	恐惧古斯塔斯旗舰级远程护盾回充增量器
41474	主天使旗舰级远程护盾回充增量器
41475	旗舰级远程结构维修器 II
41476	小型辅助远程装甲维修器
41477	中型辅助远程装甲维修器
41478	大型辅助远程装甲维修器
41479	旗舰级辅助远程装甲维修器
41480	小型辅助远程护盾回充增量器
41481	中型辅助远程护盾回充增量器
41482	大型辅助护盾远程回充增量器
41483	旗舰级辅助远程护盾回充增量器
41484	旗舰级电容器电池 I
41485	旗舰级紧凑型铅酸电容器电池
41486	旗舰级电容器电池 II
41487	主天使旗舰级电容器电池
41488	黑暗血袭者旗舰级电容器电池
41489	电容注电器装料 3200
41490	海军电容注电器装料 3200
41491	旗舰级电容注电器 I
41492	旗舰级F-RX紧凑型电容注电器
41493	旗舰级电容注电器 II
41494	黑暗血袭者旗舰级电容注电器
41495	萨沙爱国者旗舰级电容注电器
41498	旗舰级I-a持久型装甲维修器
41499	旗舰级ACM紧凑型装甲维修器
41500	旗舰级装甲维修器 II
41501	黑暗血袭者旗舰级装甲维修器
41502	暗影天蛇旗舰级装甲维修器
41503	旗舰级辅助装甲维修器
41504	旗舰级辅助护盾回充增量器
41505	旗舰级C-5L紧凑型护盾回充增量器
41506	旗舰级清澈防御持久型护盾回充增量器
41507	旗舰级护盾回充增量器 II
41508	萨沙爱国者旗舰级护盾回充增量器
41509	恐惧古斯塔斯旗舰级护盾回充增量器
41510	主天使旗舰级护盾回充增量器
41511	旗舰级结构维修器 I
41512	旗舰级I-b持久型结构维修器
41513	旗舰级IEF紧凑型结构维修器
41514	旗舰级结构维修器 II
41515	旗舰级弯曲装甲增强器 I
41516	旗舰级弯曲护盾增强器 I
41517	装甲电磁抗性脚本
41518	装甲热能抗性脚本
41519	装甲动能抗性脚本
41520	装甲爆炸抗性脚本
41521	护盾电磁抗性脚本
41522	护盾热能抗性脚本
41523	护盾动能抗性脚本
41524	护盾爆炸抗性脚本
41525	旗舰级弯曲装甲增强器 II
41526	黑暗血袭者旗舰级弯曲装甲增强器
41527	暗影天蛇旗舰级弯曲装甲增强器
41528	旗舰级弯曲护盾增强器 II
41529	萨沙爱国者旗舰级弯曲护盾增强器
41530	恐惧古斯塔斯旗舰级弯曲护盾增强器
41531	主天使旗舰级弯曲护盾增强器
41532	玻色力场发生器蓝图
41533	绷带集成式分析仪
41534	轭式集成式分析仪
41535	绷带集成式分析仪蓝图
41536	轭式集成式分析仪蓝图
